Nome,CPF,DataNascimento,Agencia,Conta,DAC,Email,DDD,Telefone,Endereco,Complemento,Cidade,Estado,CEP
Márcia Albuquerque,738.204.729-67,26/09/1990,7551,48695,1,Opal_Batista7@yahoo.com,27,918651558,302 Silas Rua,Apto. 743,Oféliado Descoberto,Maranhão,69079
Víctor Reis,921.306.655-43,05/04/1998,1006,65545,3,Carla21@yahoo.com,31,927892148,5745 Hélio Marginal,Sobrado 01,Sarado Norte,Amapá,77111
Maria Moraes,619.518.340-70,09/06/1959,8000,39219,7,Irvin_Moraes@gmail.com,58,959487274,383 Santos Viela,Lote 77,Velha Rafaela,Piauí,14647-644
Silas Franco,173.538.704-51,02/07/1956,7165,10372,9,Alfonso.Moreira@yahoo.com,36,989507091,7088 Souza Alameda,Casa 8,Francodo Norte,Espírito Santo,90219-760
Alessandra Carvalho,958.295.737-92,02/10/1984,9401,37769,8,Tyrone_Santos@bol.com.br,24,994424955,95735 Carvalho Travessa,Lote 37,Grande Carlado Descoberto,Bahia,38144
Alexandre Silva,383.178.817-09,29/10/1981,14,96879,1,Thelma31@live.com,47,944812629,43243 Carvalho Alameda,Lote 38,Costado Sul,Amazonas,50543
Morgana Pereira,626.520.467-05,27/11/1982,125,36756,6,Marvin32@bol.com.br,54,968008873,3679 Braga Viela,Sobrado 72,Município de Danilodo Sul,Tocantins,76507
Ricardo Carvalho,996.508.888-88,03/09/1953,710,84362,2,Shawna18@live.com,52,935952605,518 Raul Avenida,Apto. 112,Vila Talitade Nossa Senhora,Paraná,35166-790
Rafael Santos,453.671.459-65,31/01/1966,4593,3289,8,Lindsey56@bol.com.br,13,995142507,756 Yuri Avenida,Lote 03,Macedodo Descoberto,Maranhão,80257
Ladislau Pereira,990.086.623-10,30/04/1989,8337,45206,3,Wallace71@live.com,54,983174845,1133 Costa Avenida,Sobrado 89,Grande Sílviado Sul,Roraima,68142
Roberta Albuquerque,063.266.782-69,27/02/1997,821,61887,1,Lauren_Souza@hotmail.com,58,937714057,58339 Roberta Ponte,Casa 8,Moreirado Norte,Paraíba,21172-525
Carla Moraes,317.182.747-69,09/08/1998,8597,92696,4,Alonzo56@gmail.com,40,984388376,2926 Albuquerque Ponte,Apto. 221,Município de Ofélia,São Paulo,85027
Morgana Nogueira,340.415.684-63,15/12/1962,6865,45092,3,Iris.Silva47@bol.com.br,32,915361949,7796 Melo Avenida,Sobrado 46,Nova Karlade Nossa Senhora,Paraíba,65379-736
Silas Albuquerque,263.446.077-50,29/03/1989,1570,15211,7,Drew_Moraes0@hotmail.com,57,954450062,37250 Janaína Alameda,Apto. 871,Pereirado Descoberto,Mato Grosso do Sul,13675
Norberto Braga,537.658.794-01,18/01/1996,7763,75173,7,Jim77@live.com,30,984389619,142 Macedo Travessa,Quadra 00,Albuquerquedo Descoberto,Sergipe,92645-362
Aline Costa,136.031.162-91,25/01/1972,6287,75037,5,Ben.Martins84@bol.com.br,34,939742623,106 Melo Rua,Quadra 00,Pereirado Norte,Rio Grande do Norte,94755
Vitória Franco,816.459.664-70,08/07/1953,921,27145,7,Amber26@gmail.com,12,968869957,47221 Sirineu Alameda,Apto. 159,Nova Guilherme,Mato Grosso,99187
Vitória Pereira,386.819.806-70,24/08/1972,4924,93332,5,Katherine_Martins@hotmail.com,48,988456346,19976 Guilherme Marginal,Sobrado 18,Município de Fredericodo Norte,Tocantins,73182-140
Marcos Nogueira,657.970.066-18,10/12/1983,6074,10471,9,Jorge53@gmail.com,16,932468779,5319 Hugo Avenida,Sobrado 03,Hugodo Descoberto,Rio Grande do Sul,50834
Marli Barros,152.021.874-59,18/02/1982,5095,41744,8,Theodore_Batista27@yahoo.com,51,927765828,00334 Nogueira Travessa,Casa 0,Grande Lorenado Descoberto,Pernambuco,66542-304
Janaína Santos,327.859.019-83,06/01/1991,6957,6866,9,Dixie.Costa15@bol.com.br,44,931769835,4672 Carvalho Rua,Apto. 094,Grande Marli,Ceará,06652-346
Roberta Xavier,640.474.800-29,18/09/1953,500,57185,9,Myra.Silva@yahoo.com,11,934967176,28443 Karla Rodovia,Casa 6,Natanieldo Sul,Maranhão,86994
Alexandre Batista,334.892.844-37,01/05/1956,9197,77537,5,Ed6@gmail.com,55,974925173,592 Oliveira Travessa,Casa 3,Vila Márcia,Minas Gerais,95201
Larissa Carvalho,126.492.032-69,16/12/1993,9568,44757,8,Toby.Barros84@bol.com.br,53,984120314,4094 Carvalho Ponte,Quadra 21,Nogueirado Sul,Paraíba,30803-397
Rafael Melo,610.072.406-52,28/06/1989,3481,95944,4,Willie_Xavier44@live.com,40,961643563,13548 Oliveira Rua,Casa 8,Pereirado Descoberto,Mato Grosso,69278
Ígor Silva,932.187.951-09,12/08/1999,7278,47377,9,Carol.Pereira23@bol.com.br,33,919917839,093 Braga Travessa,Casa 9,Grande Júliodo Descoberto,Ceará,95639
Antônio Nogueira,537.781.591-27,17/02/1979,8576,4918,4,Rebecca_Barros29@hotmail.com,17,947247776,58608 Fábio Avenida,Lote 51,Oliveirade Nossa Senhora,Piauí,82271-505
Elísio Santos,039.843.244-99,26/05/1958,533,1670,7,Percy.Nogueira68@yahoo.com,52,966518664,356 Souza Viela,Lote 43,Martinsdo Norte,Goiás,30606-010
Rafael Barros,166.090.718-70,18/10/1971,5509,29186,6,Inez23@hotmail.com,55,945434816,242 Albuquerque Ponte,Sobrado 29,Grande Janaína,Pernambuco,36415
Suélen Carvalho,208.883.911-96,31/03/1994,1462,57022,4,Norman.Carvalho97@yahoo.com,59,966985533,17870 Yago Travessa,Casa 7,Município de Júliodo Norte,Roraima,08280
Morgana Souza,317.419.026-65,07/11/1960,6566,39458,1,Guy70@gmail.com,43,940776269,372 Carvalho Marginal,Sobrado 80,Nova Isabel,Maranhão,01244
Yango Braga,739.231.745-86,29/03/1969,2270,69465,6,Martin42@gmail.com,58,960781088,27153 Oliveira Viela,Casa 2,Nova Guilherme,Pernambuco,59628
Aline Macedo,080.577.218-98,18/12/1977,4810,19262,3,Jean.Albuquerque@yahoo.com,57,955911222,207 Ígor Viela,Sobrado 91,Césardo Descoberto,Paraíba,95261-369
Suélen Silva,834.964.962-31,23/03/1988,1343,65621,7,Wendell.Costa63@hotmail.com,21,958239350,642 Gustavo Rua,Apto. 543,Município de Suélen,Minas Gerais,00679
Marli Pereira,363.033.059-20,01/01/1984,1521,67824,5,Bryant8@gmail.com,42,938270259,97377 Barros Viela,Casa 9,Nova Natália,Mato Grosso,13885-621
Talita Barros,212.667.282-44,11/08/1959,2791,34121,6,Rosie68@live.com,27,973531143,67205 Alessandro Ponte,Sobrado 06,Vila Paulo,Maranhão,29428-887
Félix Souza,755.432.800-09,04/10/1972,5579,90095,4,Anna_Xavier45@gmail.com,42,959953380,9136 Lucas Marginal,Casa 9,Velha Sara,Bahia,42653
Yago Moraes,535.147.995-80,07/05/1985,7561,75438,1,Donna59@bol.com.br,11,976461379,8093 Saraiva Ponte,Casa 7,Costado Descoberto,Alagoas,29153-405
Marcos Batista,148.403.347-73,28/11/1988,2250,65242,7,Dwight.Batista64@bol.com.br,36,921630143,1158 Xavier Travessa,Quadra 75,Ricardodo Sul,Mato Grosso do Sul,08607-229
Vicente Saraiva,282.633.849-82,18/05/1990,9720,25932,8,Annie_Franco@yahoo.com,18,988813456,6878 Santos Viela,Apto. 414,Ladislaudo Descoberto,Maranhão,18228-352
Marcela Barros,560.280.866-30,31/03/1973,6875,84334,8,Sara.Carvalho@live.com,42,996590769,936 Franco Travessa,Quadra 16,Vila Lucasdo Descoberto,Rio de Janeiro,05003
Ladislau Macedo,253.128.329-36,24/01/1959,7947,60387,1,Rochelle38@gmail.com,60,912064120,02394 Albuquerque Alameda,Quadra 61,Município de Tertuliano,Minas Gerais,85498-308
Rafael Santos,928.798.062-40,25/01/1981,2129,93246,4,Michelle.Franco58@bol.com.br,35,990355072,00940 Fábio Marginal,Apto. 217,Município de Breno,Paraíba,96807-770
Fabrício Santos,341.446.559-03,30/07/1999,9512,56553,7,Tracy.Silva51@bol.com.br,12,948354165,01360 Sara Viela,Apto. 972,Alexandrede Nossa Senhora,Paraná,19851
Meire Batista,276.920.685-00,11/12/1998,2678,98428,3,Felipe.Saraiva@hotmail.com,19,921921473,1700 Morgana Avenida,Lote 16,Grande Meiredo Norte,Rio Grande do Sul,90404
Janaína Martins,084.904.703-08,25/03/2000,4218,81149,1,Jenny85@hotmail.com,32,966523714,4747 Batista Avenida,Sobrado 56,Nova Frederico,Rio Grande do Norte,77278-626
Breno Braga,147.078.803-98,26/03/1960,7778,94699,5,Stephanie71@live.com,39,973839335,51541 Gustavo Rodovia,Lote 20,Velha Breno,Amapá,64123
Hugo Oliveira,603.366.551-18,04/11/1977,6998,1756,9,Chris23@bol.com.br,52,938805994,58662 Pereira Viela,Lote 93,Moreirado Descoberto,Paraíba,72665
Bruna Franco,160.465.781-24,02/06/1996,6371,69585,1,Leslie_Reis17@hotmail.com,23,928081110,0042 Rafaela Viela,Lote 95,Velha Carlado Descoberto,Pará,91344
Salvador Melo,965.826.127-27,17/04/1959,8683,85865,6,Cindy_Macedo74@gmail.com,46,996781551,8139 Pedro Rua,Quadra 22,Velha Marcela,Alagoas,95363
Ofélia Moreira,569.309.322-05,12/09/1961,3921,75633,8,Roberto_Macedo24@bol.com.br,32,981075074,23954 Batista Rua,Quadra 65,Dalilado Sul,Rio Grande do Norte,65554-698
Carlos Costa,768.829.610-26,13/05/1975,8776,20308,8,Isabel20@hotmail.com,55,925945133,8148 Moraes Travessa,Lote 45,Bragado Sul,Alagoas,76658-479
Pedro Martins,284.961.046-13,21/12/1998,4499,49354,8,Ernestine_Silva@bol.com.br,43,926123391,9740 Carvalho Ponte,Apto. 831,Vila Rafaelado Descoberto,Distrito Federal,71649-459
Morgana Batista,571.266.075-04,18/01/1956,5333,87584,8,Mandy51@bol.com.br,56,926787899,93589 Fabrícia Ponte,Casa 6,Robertodo Descoberto,Espírito Santo,87691-752
César Martins,225.125.573-75,02/05/1983,7034,51646,6,Ann.Oliveira83@bol.com.br,55,929072251,655 Santos Travessa,Lote 91,Nova Marlido Sul,Roraima,48894-801
Antônio Souza,510.455.004-45,20/12/1977,206,63180,3,Allan_Santos1@live.com,12,932554354,95904 Batista Viela,Quadra 09,Natanieldo Norte,Distrito Federal,12092-325
Frederico Costa,072.273.804-83,21/07/1972,1702,39989,5,Tim_Moreira@yahoo.com,46,914757490,65398 Moraes Marginal,Lote 38,Grande Guilhermedo Sul,Mato Grosso,20843-766
Gustavo Franco,379.666.809-75,06/08/1967,5426,9581,8,Mack.Macedo37@gmail.com,23,957890074,74531 Danilo Ponte,Sobrado 09,Santosdo Norte,Mato Grosso do Sul,31287
Marcos Martins,753.927.827-79,01/02/1966,2679,75290,9,Theodore_Batista@hotmail.com,41,962426008,978 Ofélia Marginal,Quadra 96,Marcosdo Descoberto,Paraná,50417
Carla Moreira,921.252.546-62,06/07/1963,7079,73987,6,Sara_Carvalho91@live.com,28,953993150,3020 Santos Marginal,Quadra 09,Nova Sirineu,Paraíba,29330
Sílvia Santos,138.813.842-51,03/03/1995,8019,36999,8,Elmer_Saraiva56@yahoo.com,32,968857287,1897 Batista Travessa,Quadra 34,Céliado Descoberto,Espírito Santo,01845-998
Margarida Moreira,256.548.908-08,30/04/1997,8888,52588,2,Holly18@hotmail.com,58,976142013,1932 Carvalho Marginal,Lote 96,Grande Céliado Norte,Tocantins,96577-224
Natália Carvalho,705.626.021-78,18/06/1994,864,30174,9,Latoya46@bol.com.br,41,973290798,101 Hugo Alameda,Apto. 933,Vila Sirineudo Norte,Goiás,27248
Suélen Batista,523.220.563-32,27/04/1991,6711,59656,8,Pamela80@live.com,42,960365179,75855 Barros Rodovia,Quadra 71,Albuquerquedo Sul,Goiás,82110
Gúbio Franco,418.725.229-04,15/05/1982,5727,58298,6,Brent_Martins42@gmail.com,17,945147349,9927 Ofélia Viela,Sobrado 14,Grande Antônio,Mato Grosso do Sul,77349
Silas Melo,255.314.535-74,23/12/1979,6752,14904,3,Al_Batista34@gmail.com,60,979031681,10438 Isabel Avenida,Lote 37,Vila Joanado Descoberto,Espírito Santo,75574
Margarida Carvalho,014.504.248-05,21/10/1956,3781,83036,1,Gail73@gmail.com,57,965241805,25973 Sílvia Rodovia,Casa 0,Lorrainedo Norte,Santa Catarina,25505-512
Hugo Batista,596.485.978-04,07/03/1996,9223,51339,3,Angelo.Franco@gmail.com,32,961745695,65630 Salvador Viela,Lote 45,Velha Talita,Pernambuco,08715
Tertuliano Melo,316.645.148-05,12/05/1983,9627,3411,4,Lisa_Carvalho@bol.com.br,10,993755714,6859 Batista Rodovia,Sobrado 02,Vila Bruna,Bahia,26410
César Carvalho,977.857.315-86,26/01/1972,8850,37442,1,Caleb.Melo32@gmail.com,55,949533443,962 Danilo Travessa,Sobrado 15,Nova Natanieldo Descoberto,Amazonas,53679
Lorraine Braga,450.070.854-56,14/05/1962,8021,63586,5,Katherine.Martins@bol.com.br,13,981827244,51107 Frederico Rua,Apto. 847,Francodo Descoberto,Bahia,73851-108
Raul Costa,655.400.562-56,24/07/1989,5366,92315,2,Johanna_Barros4@bol.com.br,28,930707901,5272 Silva Rodovia,Apto. 605,Grande Lorrainedo Sul,Pará,08621-177
Joana Souza,487.367.436-07,08/12/1989,7360,41206,3,Bobbie_Braga65@gmail.com,31,973757444,9267 Felícia Marginal,Lote 25,Vila Robertode Nossa Senhora,Rio Grande do Sul,74814-649
Marcela Carvalho,053.835.158-60,06/03/1996,3464,42462,1,Lester_Barros93@bol.com.br,55,966259498,0920 Xavier Alameda,Casa 7,Janaínade Nossa Senhora,Santa Catarina,18438-220
Vitória Xavier,171.645.292-99,22/03/1955,5152,98758,9,Sheri14@hotmail.com,35,921944795,878 Gustavo Rua,Casa 4,Grande Ladislau,Maranhão,29370
Alessandra Martins,768.869.111-71,06/11/1995,5399,93895,1,Lillian_Braga42@live.com,59,973078843,7118 Marcela Viela,Apto. 926,Natanielde Nossa Senhora,Rondônia,24588-111
Lucas Batista,362.708.648-10,20/07/1963,259,45803,7,Bryant27@live.com,54,989278954,73869 Deneval Rodovia,Casa 1,Município de Yurido Descoberto,Piauí,40342-989
Fabrícia Santos,147.986.696-28,23/02/1971,178,81368,2,Maxine_Nogueira3@bol.com.br,28,982496005,0001 Warley Rua,Casa 1,Moraesde Nossa Senhora,Pernambuco,95738
Célia Santos,640.467.780-67,02/09/1987,5321,96223,1,Clay_Martins@gmail.com,49,941765546,795 Oliveira Viela,Lote 99,Karlado Descoberto,Bahia,91400
Breno Albuquerque,314.524.285-73,04/09/1961,1655,90468,5,Tina_Costa@gmail.com,20,948056096,67692 Talita Rua,Sobrado 89,Município de Lorenado Descoberto,Mato Grosso,49905
Guilherme Barros,511.671.842-54,11/07/1994,2238,71570,9,Jean.Nogueira@gmail.com,55,938483590,993 Marcos Travessa,Apto. 291,Nova Sílviado Sul,Ceará,39110-319
Roberto Reis,494.752.161-97,08/02/1985,4484,14221,4,Alice_Nogueira@yahoo.com,23,916220049,39651 Moreira Marginal,Lote 07,Nova Tertulianodo Descoberto,Rio Grande do Sul,49953
Fabrício Barros,662.518.743-76,14/07/1955,7175,1345,5,Raquel_Moreira@live.com,14,978936227,7175 Vitória Viela,Sobrado 71,Fabianodo Sul,Rondônia,40612
Júlio César Oliveira,973.267.588-83,29/09/1985,9699,51448,7,Lucille_Moreira13@hotmail.com,43,917006574,245 Albuquerque Ponte,Lote 66,Vila Yago,Rondônia,92383
Janaína Silva,069.550.145-36,29/08/1962,802,27879,7,Jennie.Franco59@hotmail.com,51,956310580,4314 Macedo Avenida,Casa 3,Talitado Sul,Bahia,81679
Lucas Oliveira,510.428.862-53,20/07/1964,2786,24706,9,Tammy.Moraes@live.com,30,965717588,07588 Vicente Viela,Lote 38,Gustavodo Sul,Santa Catarina,36907-011
Maria Pereira,674.180.321-10,26/10/1965,5881,94596,4,Kelly48@live.com,11,999706190,07703 Albuquerque Alameda,Sobrado 37,Costado Descoberto,Tocantins,55671-179
João Silva,415.521.017-70,06/12/1988,8932,26842,3,Timothy_Carvalho@hotmail.com,26,975290267,3609 Júlio Marginal,Casa 7,Eduardodo Sul,Mato Grosso,84364
Fabrícia Martins,208.035.795-60,04/12/1950,2581,11595,4,Paulette.Xavier75@yahoo.com,13,983752494,297 Saraiva Rua,Casa 7,Natáliado Sul,Rio de Janeiro,77254-317
Marcos Xavier,616.141.589-59,21/03/1985,1041,61133,9,Nina31@gmail.com,27,970584858,1839 Lorraine Alameda,Apto. 906,Júlio Césarde Nossa Senhora,Amapá,54704-476
Júlia Xavier,912.885.785-20,18/09/1964,6215,65534,5,Bradford_Santos@bol.com.br,20,968055108,770 Carvalho Ponte,Sobrado 86,Grande Hugo,Paraná,85158-086
Guilherme Nogueira,103.077.963-53,22/01/1964,5044,24692,6,Pamela.Nogueira99@gmail.com,50,952338139,292 Hugo Travessa,Sobrado 37,Larissado Norte,Acre,48814-813
Elísio Reis,493.209.999-10,18/04/1972,9195,195,2,Jimmie_Batista@live.com,55,954523030,225 Costa Rodovia,Casa 9,Albuquerquedo Sul,Goiás,28265
Danilo Reis,416.251.504-23,21/12/1988,7854,83170,5,Charlene.Macedo13@yahoo.com,55,973321146,96694 Pereira Ponte,Casa 1,Vila Fabríciado Descoberto,Alagoas,17247
Warley Xavier,625.323.650-48,07/10/1951,3815,63777,3,Rachel.Martins@hotmail.com,21,952758834,88106 Alessandro Rodovia,Quadra 26,Lucasdo Sul,Alagoas,69186-461
Sílvia Oliveira,374.873.218-00,27/08/1994,2084,93739,3,Jean.Costa@bol.com.br,44,964312262,52492 Kléber Marginal,Quadra 77,Nova Sarade Nossa Senhora,Acre,75549
Breno Silva,966.408.369-04,21/05/1957,6790,95639,5,Jermaine.Martins26@gmail.com,18,963055164,6944 Saraiva Avenida,Apto. 955,Rauldo Norte,Rio de Janeiro,46359-968
Sirineu Melo,005.511.238-26,20/02/1997,2226,65708,8,Desiree54@yahoo.com,39,947875333,405 Melo Rodovia,Casa 8,Município de Félix,Rio Grande do Norte,53588-996
Márcia Carvalho,067.214.899-45,01/12/1973,3988,6026,4,Darryl_Souza80@yahoo.com,23,932455955,59986 Fabrício Rua,Apto. 063,Vila Nataniel,Rio Grande do Sul,07620
Gustavo Silva,826.882.111-61,26/07/1993,831,88050,1,Pete_Nogueira17@bol.com.br,23,930412047,486 Karla Alameda,Apto. 536,Carvalhodo Norte,Roraima,92108-656
Larissa Albuquerque,133.496.948-53,28/12/1962,3993,27386,6,Julius_Macedo88@hotmail.com,42,992452231,0748 Carvalho Alameda,Casa 5,Nova Vitóriade Nossa Senhora,Minas Gerais,93504-264
Marli Batista,632.143.900-23,15/06/1994,4236,83270,2,Anita87@bol.com.br,52,973842367,052 Silva Ponte,Apto. 233,Costado Sul,Bahia,40438
Kléber Carvalho,698.229.941-41,23/10/1986,6484,76474,3,Nicholas7@live.com,57,931835242,8786 Rafaela Travessa,Quadra 41,Céliado Norte,Espírito Santo,21077-642
Alexandre Franco,812.642.195-98,21/05/1957,6371,54848,5,Henrietta.Reis@hotmail.com,54,965920787,16076 Márcia Avenida,Sobrado 39,Vila Pablo,Mato Grosso,80395-872
Alexandre Carvalho,028.105.306-53,21/12/1983,3077,87481,5,Jeffery_Albuquerque@hotmail.com,59,925310121,596 Batista Rua,Sobrado 46,Município de Fabiano,Alagoas,92570
Kléber Costa,888.879.069-12,22/10/1967,4103,10930,2,Guadalupe90@live.com,48,946574332,129 Ricardo Alameda,Lote 79,Tertulianodo Norte,Espírito Santo,55285-032
Antônio Moraes,682.814.044-34,31/07/1967,7969,82415,9,Faye26@yahoo.com,39,947423805,4559 Júlia Viela,Sobrado 85,Oliveirado Norte,Pará,76080-325
Vitória Reis,310.602.932-34,01/06/1991,2144,16912,2,Kenny5@bol.com.br,38,939350887,444 Saraiva Rodovia,Apto. 873,Grande Júlio César,Paraíba,17670-242
Núbia Macedo,258.986.190-70,19/11/1964,1626,79493,1,April_Melo@hotmail.com,46,940580646,01026 Reis Rua,Sobrado 34,Vila Lucas,Santa Catarina,24232-085
Félix Martins,769.060.315-70,05/08/1952,6256,24417,2,Joanne86@hotmail.com,41,972453094,26754 Batista Rua,Apto. 411,Oliveirado Descoberto,Rio de Janeiro,14304
Sara Souza,484.736.786-30,26/04/1974,1533,95814,8,Constance_Martins81@bol.com.br,35,930734200,373 Marcela Viela,Apto. 839,Nova Estherdo Descoberto,Amazonas,79543-302
Roberta Moreira,265.571.022-30,03/08/1995,1040,31384,8,Laurie_Reis@gmail.com,55,985526424,23738 Lorena Viela,Sobrado 68,Yurido Sul,Rio de Janeiro,04842
Márcia Moraes,985.777.875-59,11/12/1970,410,93759,7,Judy_Reis@live.com,55,974951806,07459 Nataniel Avenida,Casa 6,Bragade Nossa Senhora,Pará,56214
Mércia Franco,255.749.357-08,09/07/1995,4851,36617,6,Grady84@gmail.com,48,915304419,417 Marcela Ponte,Quadra 39,Moraesdo Sul,Distrito Federal,76756-272
Sirineu Reis,767.893.524-22,16/02/1988,2969,31757,7,Michelle_Xavier@gmail.com,54,995915768,254 Roberto Viela,Sobrado 53,Céliade Nossa Senhora,Amazonas,32242
Larissa Saraiva,269.499.768-60,14/11/1958,1172,27366,8,Isabel.Martins@yahoo.com,59,942617913,702 Barros Alameda,Lote 64,Césarde Nossa Senhora,São Paulo,23564
Alessandro Oliveira,030.472.271-52,21/10/1957,4322,68103,5,Rick_Oliveira@hotmail.com,27,996719838,168 Franco Avenida,Casa 3,Melodo Sul,Mato Grosso do Sul,90440
Bruna Saraiva,737.536.678-03,09/03/1973,5909,24796,5,Elbert.Carvalho8@yahoo.com,58,998235649,3352 Santos Viela,Quadra 85,Guilhermedo Sul,Rio Grande do Norte,73843-250
Morgana Pereira,495.818.078-88,27/08/1975,6801,13929,6,Ronnie.Martins@gmail.com,57,944818273,6336 Santos Viela,Lote 62,Joanade Nossa Senhora,Tocantins,02009-119
Fabrícia Macedo,940.277.545-57,29/07/1977,2605,47518,3,Gordon40@yahoo.com,48,998310482,32984 Pablo Marginal,Lote 14,Vila Paulo,Pará,01631
Sílvia Martins,413.275.643-27,16/04/1982,5580,10732,3,Lucia74@gmail.com,36,960234238,0464 Raul Rodovia,Apto. 791,Rauldo Norte,Roraima,22481
César Melo,405.374.005-32,23/02/1998,3303,84738,8,Jessie.Moreira1@hotmail.com,27,978852723,6749 Pereira Ponte,Lote 67,Souzado Sul,Alagoas,12901
Hélio Reis,996.790.948-04,27/01/1977,5064,55947,1,Dean97@live.com,48,965208978,016 Carvalho Rua,Lote 90,Município de Aline,Goiás,80572
Lorena Carvalho,196.938.496-47,29/03/1962,9038,93144,7,Erin39@live.com,33,996397054,775 Barros Travessa,Sobrado 25,Grande Guilhermedo Norte,Paraíba,43140-048
João Melo,043.586.432-72,21/11/1973,76,54790,8,Willard_Barros@bol.com.br,39,928931628,19238 Célia Rua,Lote 96,Moraesdo Descoberto,Acre,44848
Yuri Batista,779.974.629-70,04/06/1988,9244,90340,3,Christine_Melo62@yahoo.com,56,998316352,81544 Souza Travessa,Apto. 655,Nova Lucasdo Norte,Distrito Federal,99932-012
Paula Costa,267.831.895-89,13/02/1987,8848,28377,2,Jermaine2@live.com,42,954311259,5233 Silva Viela,Lote 37,Barrosdo Sul,Mato Grosso,76801
Yango Silva,555.203.709-07,10/02/1963,8121,70092,7,Monica_Barros@bol.com.br,26,960257880,428 Gúbio Rua,Apto. 754,Albuquerquedo Norte,Sergipe,31429-446
César Carvalho,821.443.330-41,11/12/1999,5462,12594,3,Whitney_Carvalho15@live.com,34,958724847,7973 Moraes Viela,Lote 38,Vicentedo Sul,Roraima,39963-942
Alessandro Pereira,201.058.808-84,01/01/1974,6716,25520,1,Randal78@hotmail.com,26,922367983,98728 Braga Marginal,Sobrado 98,Oliveirado Norte,Mato Grosso do Sul,37727
Dalila Santos,211.932.623-13,13/12/1967,8483,53927,5,Jessie.Oliveira29@yahoo.com,57,915471003,0916 Lorena Rua,Apto. 051,Reisdo Sul,Maranhão,20201-330
Janaína Franco,866.296.521-00,26/08/1958,1056,55473,3,Grant10@gmail.com,27,951552194,4946 Vitória Avenida,Lote 69,Velha Júliode Nossa Senhora,Alagoas,04637
Cecília Franco,920.486.422-25,02/07/1989,8001,3211,1,Johnathan77@live.com,16,989221093,02899 Moraes Rodovia,Quadra 25,Velha Sara,Rio de Janeiro,19404
Deneval Moreira,024.052.995-26,23/07/1976,834,69859,8,Erin_Moreira34@yahoo.com,50,985221993,04173 Carvalho Rua,Lote 86,Bragado Norte,Paraíba,14507
João Saraiva,976.363.002-90,24/04/1997,3386,19285,7,Amber_Souza@hotmail.com,56,938740691,2849 Núbia Avenida,Lote 48,Karlade Nossa Senhora,Pernambuco,54148-288
Núbia Braga,856.672.714-27,02/03/1988,9046,79747,3,Bernard_Macedo65@live.com,60,967323534,0309 Silva Travessa,Casa 1,Grande Warleydo Descoberto,Pernambuco,80990-072
Eduardo Pereira,965.882.060-38,04/09/1990,9447,57372,3,Jasmine92@live.com,52,988178960,35651 Oliveira Ponte,Quadra 58,Carvalhodo Sul,Amapá,62245-571
Gustavo Pereira,377.696.229-13,20/09/1993,6921,64554,9,Jody.Batista60@hotmail.com,26,926526142,86598 Moraes Marginal,Apto. 571,Velha Tertulianode Nossa Senhora,Rio Grande do Sul,84987
Sílvia Saraiva,312.081.226-90,20/03/1998,6209,57665,8,Abel.Macedo31@yahoo.com,58,936157845,470 Rafaela Avenida,Casa 4,Janaínado Norte,Mato Grosso do Sul,36653-790
Margarida Barros,214.676.838-09,27/03/1959,7429,1992,8,Ginger24@hotmail.com,39,947633615,5431 Yuri Rua,Quadra 73,Félixdo Norte,Pernambuco,88023-953
Ricardo Nogueira,161.714.212-35,28/04/1965,1109,32815,5,Glenn_Braga@live.com,27,920191063,69864 Karla Viela,Sobrado 40,Oliveirado Sul,Pernambuco,69751-715
Vicente Melo,184.814.440-73,11/05/1970,1915,12395,3,Grant.Reis45@yahoo.com,47,918757797,052 Margarida Rodovia,Lote 40,Velha Roberta,Roraima,33740
Sílvia Pereira,673.609.939-03,22/01/1953,2446,57308,1,Tammy64@yahoo.com,53,915075926,54980 Antônio Alameda,Apto. 021,Velha Kléber,Distrito Federal,75146
Salvador Barros,168.300.409-49,16/12/1994,7923,11882,7,Leroy.Barros@hotmail.com,45,913216793,0732 Moraes Travessa,Quadra 30,Barrosde Nossa Senhora,Paraíba,38878
Márcia Oliveira,967.078.761-04,23/02/1951,6068,4492,5,Hilda_Santos39@hotmail.com,59,977691704,642 Carvalho Marginal,Quadra 84,Santosdo Descoberto,Rondônia,81969-809
Alessandra Albuquerque,333.972.914-02,14/05/1997,195,4711,6,Edwin.Macedo26@live.com,21,951107398,96328 Macedo Viela,Lote 40,Velha Fabrício,Santa Catarina,76575-496
Isabel Moraes,960.732.643-13,30/01/1979,9058,21127,3,Gene_Pereira49@yahoo.com,12,928622324,265 Carlos Marginal,Apto. 528,Xavierdo Sul,Bahia,34425
Lucas Silva,815.621.601-68,27/02/1988,2107,85840,6,William.Carvalho19@gmail.com,28,950365789,519 Sara Marginal,Sobrado 29,Vila Suélendo Descoberto,São Paulo,75817-125
Marli Braga,689.144.656-24,18/08/1996,2748,37803,9,Bobby2@bol.com.br,30,956440009,82145 Bruna Travessa,Casa 2,Nogueirado Norte,Minas Gerais,84860-676
Dalila Saraiva,330.656.881-31,23/06/1975,3117,20768,7,Mildred74@hotmail.com,33,913924999,11823 Isabel Marginal,Sobrado 95,Vila Fabríciade Nossa Senhora,Rio de Janeiro,77601
